seed,length_mu
sd20_10x3a3_roothairs.csv,185.4868942
sd20_10x3a5_roothairs.csv,231.9428482
sd20_10x3a6_roothairs.csv,164.4346008
sd20_10x4b1_roothairs.csv,248.0929337
sd20_10x4b2_roothairs.csv,245.6304459
sd20_10x4b3_roothairs.csv,272.3641773
sd20_10x5a1_roothairs.csv,174.9114272
sd20_10x5a2_roothairs.csv,228.03703
sd20_10x5a3_roothairs.csv,309.4979553
sd20_10x6a1_roothairs.csv,219.8799823
sd20_10x6a2_roothairs.csv,272.9918823
sd20_10x6a3_roothairs.csv,220.7698572
sd20_10x6a4_roothairs.csv,271.6126099
sd20_10x7a1_roothairs.csv,216.08293
sd20_10x7a2_roothairs.csv,155.5545902
sd20_10x7a3_roothairs.csv,162.2822723
sd20_10x7a4_roothairs.csv,196.4644413
sd20_10x7a5_roothairs.csv,304.6819305
sd20_10x7a6_roothairs.csv,238.170929
sd20_10x7a7_roothairs.csv,155.8959054
sd20_10x7a8_roothairs.csv,259.0347175
sd20_10x81_roothairs.csv,191.7474548
sd20_10x82_roothairs.csv,232.2831726
sd20_10x83_roothairs.csv,364.5425674
sd20_10x84_roothairs.csv,257.7249603
sd20_10xs1a1_roothairs.csv,154.9615723
sd20_10xs1a2_roothairs.csv,293.3675537
sd20_10xs1a3_roothairs.csv,152.7922091
sd20_10xs1a4_roothairs.csv,187.213456
sd20_10xs1a5_roothairs.csv,232.7327795
sd20_10xs1a6_roothairs.csv,217.9610901
sd20_10xs1a7_roothairs.csv,224.2987167
sd20_10xs1a8_roothairs.csv,224.3617859
sd20_10xs21_roothairs.csv,153.5031738
sd20_10xs22_roothairs.csv,189.5715637
sd20_10xs23_roothairs.csv,243.5179993
sd20_10xs25_roothairs.csv,214.7417117
sd20_10xs26_roothairs.csv,154.7480927
sd20_10xs3a1_roothairs.csv,221.6582092
sd20_10xs3a2_roothairs.csv,235.52771
sd20_10xs3a3_roothairs.csv,171.8194293
sd20_10xs3a4_roothairs.csv,288.6910095
sd20_10xs3a5_roothairs.csv,250.5060577
sd20_10xs3a6_roothairs.csv,246.9306274
sd20_10xs3a7_roothairs.csv,170.2979126
sd20_10xs3a8_roothairs.csv,299.8220215
sd20_10xs3a9_roothairs.csv,260.0878906
sd20_10xs4a1_roothairs.csv,269.7904396
sd20_10xs4a2_roothairs.csv,222.0826874
sd20_10xs4a3_roothairs.csv,228.9157562
sd20_10xs4a4_roothairs.csv,291.7268372
sd20_10xs4a5_roothairs.csv,227.4287033
sd20_10xs4a6_roothairs.csv,277.6562885
sd20_10xs4a7_roothairs.csv,273.0776062
sd20_10xs4a8_roothairs.csv,223.4912415
sd20_10xs5a1_roothairs.csv,244.1705627
sd20_10xs5a2_roothairs.csv,196.3504509
